org_name,count,in_crosswalk
Legislative Committee of the Redwood Empire Division,1,no
Legislative Committee of the South Coast Air Quality Management,1,no
"Legislative Conf. of the Plumbing, Heating and Piping Industry",1,no
Legislative Conference of Plumbing Heating and Piping Industry,1,no
"Legislative Conference of the Plumbing, Heating & Piping Industry",1,no
"Legislative Conference of the Plumbing, Heating and Piping",1,no
"Legislative Conference of the Plumbing, Heating, and Piping Industry",1,no
Legislative Consortium to Prevent Child Abuse,1,no
Legislative Council (ABL),1,no
Legislative Council (CIPELC),1,no
Legislative Council CA Newspaper Publishers Association,1,no
Legislative Council on Alcohol Problems,1,no
"Legislative Council, Service Employees International Union",1,no
Legislative Ministry,1,no
"Legislative Ministry Action Network, CA",1,no
Legislative Ministry California,1,no
Legislative Monitoring Committee,1,no
Legislative Oversight Committee of the California Peace Officers' Association,1,no
Legislative Screening Committee of the California Federation of,1,no
"Legislative and Management Services, Inc",1,no
Legislature Rural Caucus,1,no
"Lego Systems, Inc",1,no
Legrand-Athlone Water District,1,no
"Lehigh Hanson, Inc",1,no
"Lehigh Hanson, Incorporated",1,no
"Lehman Brothers, Inc, Observatories of the Carnegie Institution",1,no
Leigh Fibers,1,no
Leigh High School,1,no
Leighton Designs Unlimited,1,no
Leighton Woodhouse,1,no
Leila Levy,1,no
Leilac,1,no
Leimert Park Merchants Association,1,no
Leisure Lake Mobile Estates,1,yes
Leisure Lake Mobilehome Park Homeowners,1,no
Leisure Sales,1,no
Leisure Time Inc,1,no
"Leisure Village Association, Inc",1,no
"Leisure Village Board of Directors, Camarillo",1,no
Leisure World Laguna Hills,1,no
Leisure World Laguna Woods,1,no
"Leisure World, Laguna Hills",1,no
"Leisure World, Third Laguna Hills Mutual",1,no
Leisure World-Laguna Hills,1,no
"Lela Henke Dobroth, Ventura County District Attorney",1,no
"Lelia Cardona, Headstart/State Preschool Eligibility Worker",1,no
Lemiert Park Merchants Association,1,no
Lemon Grove City Councilmember Mary England,1,no
Lemon Grove Historical Society,1,no
Lemon Grove Mayor Mary Teresa Sessom,1,no
Lemonade,1,no
Lemoore Naval Air Station,1,no
Lemoore Police Department and Lemoore City Council,1,no
Lemoore Union Elementary SD,1,no
Lemoore Union High SD,1,no
"Len Foster, Monterey First Five Commissioner",1,no
Lender Processing Services,1,no
Lenderman & Salorio,1,no
Lending Alliance,1,no
Lenger & Sons Express,1,no
Lennar Communities,1,no
Lennar Communities and CH2M Hill,1,no
Lennox Coordinating Council,1,no
Lennox School,1,no
Lennox School District Bilingual Advisory Committee,1,no
Lennox School District Superintendent Brude McDaniel,1,no
Lennox Unified School District,1,no
Lennox United Methodist Church,1,no
"Lentek International, Inc",1,no
Leo Sullivan,1,no
"Leon Burrus, Chief of Police",1,no
"Leon Panetta, Chairman of the Panetta Institute",1,no
"Leon Panetta, Panetta Institute for Public Policy",1,no
Leon Trucking Inc,1,no
Leon's Mufflers & Brakes,1,no
Leonard Blandina Insurance Agency,1,no
Leonard Carter,1,no
Leonard Hill Films,1,no
Leonard Kollod Law Firm,1,no
Leonard Padilla Bail Bonds,1,no
Leonard's Market,1,no
Leoni Meadows Christian Camp and Retreat,1,no
Leonidou & Rosin,1,no
"Leonora M. Poe, Ph.D, M.F.C.C",1,no
Leppert Engineering Corporation,1,no
Leprino Foods,1,no
Leroy Baca,1,no
Leroy Bakery Electric,1,no
Leroy Brown,1,no
Leroy Greene Academy,1,no
Leroy and Vicky Myrick,1,no
Les Beauchamp (San Clemente CA),1,no
Les Frame Management,1,no
Les H. Cohen,1,no
Les Hardie,1,no
"Les Heringer, M&T Ranch",1,no
Les Schwab,1,no
Les Schwab Tire Center,1,no
"Les Schwab Tire Centers of California, Inc",1,no
"Les Schwab Warehouse Center, INC",1,no
"Les Weidman, Sheriff-Coroner of Stanislaus County",1,no
"Les Weidman, Sheriff-Coroner, Stanislaus",1,no
Lesbian,1,no
Lesbian & Gay,1,no
"Lesbian & Gay Lawyers Association, Los Angeles",1,no
Lesbian & Gay Men's Community Center of San Diego,1,no
Lesbian Adolescent Social Services,1,no
Lesbian and Gay Bar,1,no
Lesbian and Gay Bar Association,1,no
Lesbian and Gay Democratic Club,1,no
Lesbian and Gay Immigration Rights Task Force - San Francisco,1,no
"Lesbian and Gay Immigration Rights Task Force, San Francisco/Bay",1,no
"Lesbian and Gay Psychotherapy Association of Southern California, Inc",1,no
"Lesbian and Gays, Ventura County",1,no
"Lesbian, Gay, Bisexual, Transgender",1,no
Lesbian/Gay/Bisexual Democratic Club,1,no
Lesbians & Gays,1,no
"Lesbians & Gays, San Jose/Peninsula Chapter",1,no
Lesbians and Gays(PFLAG),1,no
Lesbians and Gays),1,no
Lesbigay Coalition,1,no
Lescure,1,no
"Lescure Engineers, Inc",1,no
"Lesle Bundy, Investigator, Family Protection Unit, Chula Vista",1,no
Leslie Gollub,1,no
Leslie Kemp,1,no
"Leslie Klein, Medical Doctor",1,no
"Leslie Koelsch, EdD, Director of Special Education",1,no
Leslie Oldershaw Acupuncture & Herbal Medicine,1,no
Lester Neufeld & Son,1,no
Lestonnac Free Clinic,1,no
Lestonnac Free Medical Clinic,1,no
Lestonnac Free Medical Clinic Continued,1,no
Let US Contribute Initiative,1,no
Let Us Contribute Initiative,1,no
Let's Face It Together,1,no
Let's Face It Together Foundation,1,no
Let's Get Grants,1,no
"Let's Green CA!, Sponsor",1,no
Let's Kick Ass - AIDS Survivor Syndrome,1,no
Let's Kick Ass AIDS Survivor Syndrome,1,no
Let's Kick Ass Palm Springs,1,no
Let's Network,1,no
"Let's Talk Hook-up, Inc",1,no
"Letha Raney Intermediate School, Corona",1,no
Leticia A Network,1,no
Leticia Aguilar,1,no
"Leticia De Lara, President, Desert Healthcare District",1,no
"Leticia Perez, Supervisor, Kern County",1,no
Letion of Valor,1,no
Lets Talk Group of the West Valley Jewish Community Center,1,no
Letter from Individual,1,no
Letters Received),1,no
Letters from 4 Individuals,1,no
Letters from Individuals Supporting the Measure,1,no
Letters from Individuals: Six,1,no
Letters from area,1,no
Lettween Marketing Group,1,no
Leucadia,1,no
"Leumer Consulting, INC",1,no
Levas Physical & Occupational Therapy,1,no
Levee District No. 1 of Sutter County,1,no
Levee District No.1 of Sutter County,1,no
Level Health Project,1,no
Level Up NorCal,1,no
LevelUP NorCal,1,no
Leveleg Precision Solar Mounting Systems,1,no
"Leveleg, Precision Solar Mounting Systems",1,no
Leverata,1,no
LevittQuinn Family Law Center,1,no
"Levland, Inc",1,no
"Levy, Ram & Olsen LLP",1,no
"Levy, Ram & Olson, LLP",1,no
Lewin Group,1,no
Lewis,1,no
Lewis Construction,1,no
Lewis Group of Companies,1,no
Lewis Homes Management Corporation,1,no
"Lewis Kawahara, College of San Mateo",1,no
"Lewis Kawahara, Individual",1,no
Lewis Planned Communities,1,no
Lewis Pools,1,no
"Lewis, Alison",1,no
Lewiston Elementary School District,1,no
Lex Machina,1,no
Lexington,1,no
Lexington Law,1,no
Lexington Lookout,1,no
LexisNexis and Reed Elsevier,1,no
Lexus of Fresno,1,no
Lexus of Westminster,1,no
Leyline Renewable Energy LLC,1,no
Lezlie Labhard,1,no
Lg Electronics,1,no
Lgbt Caucus of The California Democratic Party,1,no
Lgbt Community Center of The Desert,1,no
Lgbt Tech,1,no
Lgbt Technology Partnership & Institute,1,no
"Li Zhang, L.A.C",1,no
LiBRE,1,no
LiUNA Local 300,1,no
LiUNA Locals 777 & 792,1,yes
Liability Fund,1,no
Liability Management International Inc,1,no
Liaisons in California Statewide (FLICS),1,no
Liam's Life,1,no
Lib Tech,1,no
"Libby Engineers, Inc",1,no
Liberal Gun Club,1,no
Liberate Technology,1,no
Liberation in A Generation (Co-Sponsor),1,no
Liberation in a Generation,1,no
Libertarian Party of Sacramento County,1,no
Libertarian Party of Santa Clara County,1,no
Libertarian Party of Sonoma County,1,no
Liberterian Party of California,1,no
Liberties Association (ACLU),1,no
Liberties Council,1,no
Liberties Union (NOTE: ANALYSIS REFLECTS AUTHOR'S AMENDMENTS TO BE OFFERED IN,1,no
Liberty Ambulance,1,no
Liberty Baptist Church,1,no
Liberty Builders,1,no
Liberty Caucus of California,1,no
Liberty Charter School,1,no
Liberty Dental Fund,1,no
Liberty Family Academy,1,no
Liberty Farms,1,no
Liberty Fire District,1,no
Liberty Healthcare,1,no
"Liberty Heating & Air Conditioning, Inc",1,no
Liberty Hill,1,no
Liberty Ministries,1,no
Liberty Mutal,1,no
Liberty Mutual Fire Insurance Company,1,no
Liberty Mutual Group (LMG),1,no
Liberty Mutual Insurance Co,1,no
Liberty Mutual Insurance Company Limited,1,no
Liberty Premium Finance,1,no
Liberty Publications - West,1,no
Liberty Publishing Group - West,1,no
Liberty Ranch High School,1,no
Liberty Recycling,1,no
Liberty Tree Foundation for The Democratic Revolution,1,no
Liberty Union HS District,1,no
Liberty Union High,1,no
Libib,1,no
"Libib, Inc",1,no
"Librarians' Guild, AFSCME District Council 36, Local 2626",1,no
Libraries (SANDALL),1,no
Library Administrator,1,no
Library Association Student Chapter at UCLA,1,no
Library Commission for the Marin County Free Library,1,no
"Library Systems & Services, LLC",1,no
"Library Systems & Services, LLC (LSSI)",1,no
Library-Golden Gate Branch,1,no
Libreria Del Pueblo Inc,1,no
"Libreria Del Pueblo, Inc., Board of",1,no
Libreria del Pueblo Inc,1,no
Licensed Acupuncturists,1,no
Licensed Adult Residential Care Association,1,no
Licensed Adult Residential Care Association (LARCA),1,no
Licensed Bail Agent,1,no
Licensed Information Service,1,no
"Licensed Repossessors, Inc",1,no
"Lideres Campesinas (Arvin, CA)",1,no
"Lideres Campesinas, California",1,no
Lido Fashion,1,no
Liebert Corporation,1,no
"Lieff, Cabraser, Heimann & Bernstein, LLP",1,no
"Lieu, Ted, Member of the United State House of Representatives",1,no
"Lieutenant General Jack Stultz, Chief of the Army Reserves",1,no
"Lieutenant Governor , Cruz Bustamente",1,no
Lieutenant Governor Cruz Bustamante (Co-Sponsor),1,no
Lieutenant Governor Cruz Bustamante (Sponsor of AB 550),1,no
Lieutenant Governor Cruz M,1,no
Lieutenant Governor Cruz M. Bustamante (Co-Sponsor),1,no
Lieutenant Governor Cruz M. Bustamonte,1,no
Lieutenant Governor Garamendi,1,no
Lieutenant Governor of California Cruz Bustamante,1,no
"Lieutenant Governor's Office, Cruz Bustamante",1,no
"Lieutenant Governor, Gavin Newsome",1,no
"Lieutenant Governor, State of California, Cruz M. Bustamante",1,no
"Lieutenant Governor, The Honorable Cruz Bustamante",1,no
Life AIDS,1,no
Life AIDs Lobby,1,no
Life After,1,no
Life After Exoneration Program,1,no
Life After Next,1,no
Life After Uncivil Ruthless Acts (LAURA),1,no
Life Alliance,1,no
"Life Benefactors, L.P",1,no
Life Care Centers of America,1,no
"Life Center Pregnancy Counseling, La Habra",1,no
Life Centers of Ventura County,1,no
Life Change Counseling,1,no
Life Changes Counseling Center,1,no
Life Choice Donor Services,1,no
Life Choice Pregnancy Center,1,no
Life Choices,1,no
Life Connection of Ohio,1,no
"Life Empowerment, Inc",1,no
Life Foundation,1,no
Life Houses Ministry,1,no
Life Insurance Companies,1,no
Life Insurance Settlement Association (LISA),1,no
Life Lab (Co-Sponsor),1,no
Life Light Pregnancy Help Center,1,no
Life Management Associates,1,no
Life Masters (SPONSOR),1,no
"Life Options, Vocational and Resource Center",1,no
Life Presbyterian Church,1,no
Life Raft Group,1,no
Life Re-Entry Project,1,no
Life Science Cares,1,no
"Life Settlement Solutions, Inc",1,no
Life Sharing Community Organ and Tissue Donation,1,no
Life Skills Training & Educational Programs (LifeSTEPS),1,no
"Life Skills Training & Educational Programs, Inc",1,no
"Life Skills Training And Educational Programs, Inc",1,no
Life Skills Training and Educational,1,no
"Life Steps Training and Educational Programs, Inc",1,no
"Life and Health Insurance Companies (ACLHIC), California Association of HMOs (CAHMO), and Health Net",1,no
Life in the Pause,1,no
Life-AIDS,1,no
Life-Form Taxidermy,1,no
LifeArk,1,no
LifeLong,1,no
"LifeLong Medical Care, Berkeley",1,no
LifeMasters Supported Self-Care,1,no
LifeSTEPS (CoSponsor),1,no
LifeStream,1,no
LifeWays North America,1,no
LifeWorks Mentoring,1,no
Lifeguard Health,1,no
Lifeguards Without Borders,1,no
Lifeline Ambulance,1,no
Lifeline Community Services of North San,1,no
Lifelong Medical Tobacco Treatment Training Program,1,no
Lifemasters Supported SelfCare,1,no
Lifepointe Church of the Nazarene,1,no
Lifers,1,no
Lifers with Optimistic Progress,1,no
Lifers' Education,1,no
Lifers' Education Fund,1,no
Lifescapes,1,no
Lifesource,1,no
Lifespan,1,no
Lifestyle Physical Therapy,1,no
Lifetime,1,no
Lifetime Adoption Foundation,1,no
"Lifetime Doors, Inc",1,no
Lifetime Healing Foundation,1,no
"Lifetime Solutions, Inc",1,no
Lifetime Television,1,no
Lift,1,no
"Lift Each Other Up, LLC",1,no
Lift To Rise,1,no
Lift-Los Angeles,1,no
"Liftech Consultants, Inc",1,no
Lifted: Leveraging Inspiring Futures Through Educational Degrees,1,no
"Liga de Accion Civca de Tulare (Lindsay, CA)",1,no
Ligand Pharmaceutical,1,no
Ligand Pharmaceuticals Inc,1,no
"Ligand Pharmaceuticals, Inc",1,no
Ligand Pharmaseuticals,1,no
Light & Motion,1,no
"Light Engineered Displays, Inc",1,no
Light House Community Center,1,no
Light Sources,1,no
Light Spring Wellness Center,1,no
"Light Weavers, Inc",1,no
"Light Weavers, Inc. (San Rafael, CA)",1,no
Light and Motion,1,no
Light for Life Foundation of Southern,1,no
Light for Life Foundation of Southern California,1,no
LightBridge Hospice and Palliative Care,1,no
LightSpeed,1,no
Lightbridge Hospice,1,no
"Lighter Association, INC",1,no
"Lighter Association, Inc",1,no
Lighthouse,1,no
Lighthouse Christian Academy,1,no
Lighthouse Community Charter School,1,no
Lighthouse Computer Group,1,no
Lighthouse Counseling & Family Resource Center Long Beach Area Chamber of Commerce,1,no
Lighthouse Financial Group,1,no
Lighthouse Group,1,no
Lighthouse Regional,1,no
Lighthouse for The Blind and Visually Impaired,1,no
"Lighthouse for the Blind, San Bernardino",1,no
Lightning E-Motors,1,no
Lightning Freight,1,no
"Lightspan, Inc",1,no
"Ligouri Associates, Inc",1,no
Liholiho Yacht Club/Nopa/Nopalito/Dear Inga,1,no
"Like New Pool Cleaning and Repair Service, Inc",1,no
Lilium,1,no
Lilla Arts,1,no
Lillian Schmidt Grower Group,1,no
"Lillie Mae Jones, Chevron Community Advisory Panel",1,no
Lilliput Children's Services Dba Lilliput Families,1,no
Lilly,1,no
"Lily Caravello, Community Clinic Consortium of Contra Costa",1,no
"Lily Chatterjee, Burn Survivo r",1,no
"Lily Chatterjee, Burn Survivor",1,no
Lily of the Valley Emmanuel Church of Jesus,1,no
Lily of the Valley Emmanuel Church of Jesus Christ,1,no
Lilypad Homes [SPONSOR,1,no
LimNexus,1,no
Limelight Cardroom,1,no
Limerick,1,no
Limitation Committee,1,no
Limited Partnership,1,no
"Limited, UNI Storebrand Skadeforsikring AS, Underwriters at Lloyd's, London, Unionamerica Insurance Company Limited",1,no
"Limkeith Multispecialty Medical Clinic, Inc",1,no
Linc Ai,1,no
LincolNEV,1,no
Lincoln Avenue,1,no
"Lincoln Avenue Water Company, Altadena, CA",1,no
Lincoln BP Management,1,no
Lincoln Center,1,no
Lincoln Financial Advisors,1,no
Lincoln Heights Community Coalition,1,no
Lincoln High School,1,no
Lincoln High School - Stockton,1,no
Lincoln High School - Stockton Lindhurst High School,1,no
"Lincoln High School, Stockton",1,no
Lincoln Ice & Beverage Co,1,no
Lincoln Investment,1,no
Lincoln Law School of San Jose,1,no
Lincoln Medical and Mental Health Center,1,no
Lincoln Memorial Congregational United Church of Christ,1,no
Lincoln National Life Insurance,1,no
Lincoln Police,1,no
Lincoln Policy Department,1,no
Lincoln Property,1,no
Lincoln School,1,no
Lincoln School District,1,no
Lincoln Street Charter School,1,no
Lincoln Street Radiator and Muffler,1,no
Lincoln Street Retreat,1,no
"Lincoln and Civil War Museum and Library in Redlands, CA",1,no
"Lincoln, City of",1,no
Linda Allen,1,no
"Linda Arkle, Citrus Heights",1,no
Linda Blair's WorldHeart Foundation,1,no
"Linda C. Cork, D.V.M., Ph.D",1,no
Linda Connelly & Associates,1,no
Linda Doyle Infection Control Consulting,1,no
Linda Endler Design & Associates,1,no
"Linda Fernandez, Vocational Instructor, Pleasant Valley",1,no
Linda Hansen,1,no
"Linda J. LeZotte, Councilmember",1,no
"Linda J. Seifert, Solano County Board of Supervisors, District 2",1,no
Linda Lawyer Insurance Solutions,1,no
"Linda M. Wood, Alameda County Librarian",1,no
Linda Matulich,1,no
Linda Newton and Associates,1,no
"Linda Parks, Board of Supervisors County of Ventura",1,no
"Linda Pierce, Martinez, CA",1,no
Linda Reighley Designs,1,no
"Linda S. Green, Bankruptcy Trustee",1,no
Linda Seeley,1,no
Linda Smith,1,no
Linda Wolcott,1,no
Linda and Lonnie Wells,1,no
Linda),1,no
Linda/Elverta Community Water District,1,no
Lindblad Architects,1,no
"Linde Center for Science, Society, and Policy at Caltech",1,no
"Linde Group, North America",1,no
Linden High School,1,no
Linden-Peters Fire Protection District,1,no
Linder Equipment Co. (Tulare),1,no
Linderman Citrus Company LLC,1,no
Lindley,1,no
Lindsay Gardens,1,no
"Lindsay Unified School District, Healthy Start Program",1,no
"Lindsay Unified School District, Superintendent",1,no
"Lindsay, City of",1,no
"Lindsey Hearing Systems, Irvine",1,no
"Lindsey Horvath, Los Angeles County Supervisor (Co-Sponsor)",1,no
Lindy Mahaffey Graphics,1,no
Line,1,no
Lineage Equity & Advancement Project,1,no
"Linear Options, Highway Improvement Contractors",1,no
Linear Technology,1,no
Lines),1,no
Linfield Christian Schools,1,no
Linford Co,1,no
Lingerie,1,no
Lingsch Realty,1,no
Link,1,no
Link Housing,1,no
Linkage To Education Program,1,no
Linkages Program,1,no
Linkages Site Director's Association,1,no
Linkco Inc,1,no
"Linkco, Inc",1,no
Linked Up For Animals World,1,no
Linkedin,1,no
Linking Action Commitment and Education for Solidarity,1,no
"Linking Action, Commitment and Education for Solidarity",1,no
Linking Education and Economic Development/Sacramento,1,no
"Linking, Education and Economic Development (LEED, Sacramento)",1,no
Linli Travel,1,no
Linne Community Services District,1,no
Linus Bike,1,no
Linx,1,no
Lion,1,no
Lion Eye Farms,1,no
Lion Foundation,1,no
"Lion Heart Autographs, Inc",1,no
"Lionakis-Beaumont Design Group, Michael J",1,no
Liondow,1,no
Lions Blind Center of Santa Clara Valley,1,no
Lions Gate Corporation,1,no
Lions Tigers and Bears,1,no
"Lions, Tigers & Bears Sanctuary and Rescue",1,no
"Lions, Tigers and Bears",1,no
LionsTigers & Bears,1,no
"Lionsgate Corporation, Alamo",1,no
"Lip RipperZ, Inc",1,no
Lipcomb Real Estate,1,no
"Lippert Construction, Inc",1,no
Lippold Pools,1,no
Lipstick & Politics,1,no
Lipton,1,no
Lipton & Margolin,1,no
Liquid Solutions Inc,1,no
"Liquid Sugars, Inc",1,no
Liquid Tribe,1,no
LiquidGoldConcept,1,no
Liquidity Financial Group,1,no
"Liquidity Financial Group, L. P",1,no
Liquidity Fund,1,no
Liquidmetal Coatings,1,no
"Liquidmetal Coatings, LLC",1,no
"Liquor License Advisor, Inc",1,no
Liquor Outlets,1,no
Lira Clothing,1,no
Lirica S.A.S,1,no
Lisa Aerospace,1,no
Lisa Alcantara,1,no
"Lisa Bartlett, Chairperson, Orange County Board of Supervisors",1,no
Lisa Brenneis (Ojai),1,no
Lisa Cardella-Presto,1,no
"Lisa Gansky, Co-Founder, Ofoto (Kodak) & GNN (AOL)",1,no
Lisa Gauthier - Mayor of East Palo Alto,1,no
Lisa Hartman,1,no
"Lisa Holder, California Reparations Task Force Member",1,no
"Lisa Kaas Boyle, Esq",1,no
Lisa Kuhns,1,no
Lisa LaPlaca Interior Design,1,no
Lisa Leopard,1,no
"Lisa Mastramico, Santa Cruz, CA",1,no
Lisa Motoyama - Mayor of El Cerrito,1,no
Lisa Murdock,1,no
Lisa Norman,1,no
Lisa Profeta,1,no
"Lisa Wise Consulting, Inc",1,no
Lisc San Diego (Co-Sponsor),1,no
Lise Matthews and Associates,1,no
Lissette Marquez,1,no
Lista Design Studio,1,no
"Lista Design Studio, Inc",1,no
Listening Mediation,1,no
"Listening Mediation, Inc",1,no
Listening for a Change,1,no
Listo Inc,1,no
Listo Unlimited INC,1,no
Listo Unlimited Inc,1,no
"Listo, Inc",1,no
Literacy First Charter School,1,no
Literacy Lab (Co-Sponsor),1,no
Literacy Program,1,no
"Lithographic Imagery, Fullerton",1,no
"Lithographic Supply, Inc",1,no
Lithotype,1,no
Litigation,1,no
Litigation Section of the Los Angeles County Bar Association,1,no
Litigation Section of the State Bar,1,no
Litigation Services,1,no
Litigation Technologies,1,no
Little Acorn Doula Services,1,no
Little Angels Pug,1,no
Little Branham Rosswood Neighborhood Association,1,no
"Little City Gardens, San Francisco",1,no
Little Company of Mary,1,no
Little Company of Mary San Pedro Hospital,1,no
Little Company of Mary-Torrance and Little Company of Mary-San,1,no
Little Gem,1,no
Little Hercules Foundation,1,no
Little Hoover Commission (6/23/93),1,no
Little Hoover Commission (SPONSOR),1,no
Little Hoover Commission (as,1,no
Little Hoover Commission CONTINUED,1,no
Little Hoover Commission on California State Government,1,no
Little John Rug Rats,1,no
Little Lake City School District Superintendent,1,no
Little Lake Fire Protection District,1,no
Little League Baseball Inc,1,no
"Little League Baseball, Inc",1,no
Little Me Preschool and Enrichment Center,1,no
Little Mud Puddles Learning Center,1,no
Little Paradise Farm,1,no
Little People Destined for Greatness Universal Pre-School,1,no
Little People of America,1,no
Little Red's Auto Collision & Glass,1,no
Little Rock Zoological Gardens,1,no
Little Saigon Foundation,1,no
Little Scholars Preschool,1,no
Little Sprouts Preschool,1,no
Little Stone Flyfisher,1,no
Little Tokyo Service,1,no
Little Tokyo Service Center (LTSC),1,no
Little Transfer & Storage Inc. (Sacramento),1,no
Little Treasures Preschool,1,no
Littlerock Creek Irrigation District,1,no
Litton Applied Technology Hewlett-Packard Company Hilary M. Kauffman,1,no
Litton Computer Services,1,no
Litton Solid State,1,no
Littorai,1,no
Littoral Development Co,1,no
Liuna Local 1309,1,no
LivBlue,1,no
Livabe California,1,no
Livable,1,no
Livable Communities Initiative (CO-SPONSOR),1,no
Livable Ventura,1,no
Live Auctioneers,1,no
Live Lung,1,no
Live Marine Fisheries Association,1,no
"Live Nation Entertainment, INC. (CO-SPONSOR)",1,no
"Live Oak Associated, INC",1,no
"Live Oak Associated, Inc, Live Oak Associates, INC",1,no
"Live Oak Associated, Inc, Los Padres Forest Watch",1,no
Live Oak Banking Company,1,no
Live Oak Family Resource,1,no
Live Oak High School,1,no
Live Oak Project- NH Residents Advocacy Workgroup,1,no
Live Oak School Distrcit,1,no
"Live Oak Seniors, Inc",1,no
Live Oak Unified School District,1,no
Live Oak Unitarian Universalist,1,no
Live Oak Unitarian Universalist Congregation Log Cabin,1,no
"Live Oak Unitarian Universalist Congregation of Goleta, Social",1,no
Live at Home Foundation,1,no
Live from the Frontlines,1,no
Live to A Healthy 100,1,no
LiveActioneers,1,no
LiveGreene,1,no
LiveLung,1,no
LiveWell Center,1,no
Liveable Berkeley,1,no
Liveable Streets Coalition,1,no
"Livelihoods Knowledge Exchange Network, Inc. (LiKEN)",1,no
Lively Financial Coaching,1,no
Livemore Screensless,1,no
Liver Coalition of Sd,1,no
Liver Wellness Foundation,1,no
Livermore Amador Valley Garden Club,1,no
Livermore Amador Valley Transportation Authority,1,no
Livermore Area,1,no
Livermore Auto Group,1,no
Livermore Joint Unified School District,1,no
Livermore Legislative Education Group,1,no
Livermore Sanitation Inc,1,no
Livermore Transit Authority,1,no
Livermore Valley Charter Prep High School,1,no
Livermore Valley Joint Unified School,1,no
Livermore Valley Joint Unified School District Board of,1,no
Livermore Valley Joint Unified School District Board of Education,1,no
Livermore Valley Joint Unified School District Superintendent,1,no
Livermore Western States Council of Sheet Metal,1,no
"Livermore, California",1,no
Livermore-Amador Valley Water Management Agency,1,no
Livermore-Amador Valley Zone 7 Water Agency,1,no
Livermore-Pleasanton Fire Department,1,no
Livestock and Sharp Energy,1,no
Living & Memory Care Community,1,no
Living Center,1,no
Living Center of Southern California,1,no
Living Classroom (Co-Sponsor),1,no
Living Desert,1,no
Living Free Recovery,1,no
Living Skills,1,no
Living Water Church,1,no
Living Wise Resource Action Programs,1,no
Living and Learning,1,no
"Living, Sacramento",1,no
Livingston California,1,no
Livingston Exotics,1,no
Livingston Loma Linda Lomita Lompoc,1,no
Livingston Medial Group,1,no
Livingston Winery,1,no
Livingstone CDC,1,no
Livingstone Community Health Clinic,1,no
Liz Weber,1,no
Lizio Inc,1,no
Lizio Inc. (Ontario),1,no
"Llorena Family Brand, Los Angeles, CA",1,no
Lloyd,1,no
Lloyd L. Hinkleman,1,no
Lloyd Morgan,1,no
"Lloyd Scharf, Chief of Police",1,no
"Lloyd Stuchal, Commander, Post No. 1747, Veterans of Foreign",1,no
"Lloyd's of London (""Lloyds"")",1,no
Lloyd's of London (Lloyd's),1,no
Lloydos of London,1,no
"Lloyds Liberty Homes, Inc",1,no
Llp Quemetco,1,no
Lo's Furniture Company,1,no
Lo?q Records,1,no
LoBue Brothers,1,no
LoS Angeles County Office of Education,1,yes
"Loaf And Fish Restaurant, San Diego",1,no
Loamist,1,no
Loan and Jewelry,1,no
"Loanza Research International, Inc",1,no
Lobel Financial (Anaheim),1,no
Lobel Financial Corporation,1,no
LobsterLift,1,no
Loca Government Commission,1,no
Local 1,1,no
Local 10,1,no
Local 1000 (SEIU),1,no
Local 1000 (SEIU) Ellison Wilson Advocacy,1,no
Local 1000 - Sponsor American Federation of State,1,no
Local 1000 American Association of University Women - California American Federation of State,1,no
Local 1000 Friends Committee on Legislation,1,no
Local 1001 - Metropolitan Water District American Federation of State,1,no
"Local 1014, Norco Firefighters Local 3806, Stockton",1,no
Local 1067 Sacramento Area Firefighters,1,no
Local 11 Los Angeles County Board of Supervisors Los Angeles and Orange County Building and Construction Trades Council Hilda Solis,1,no
Local 112 Chris Woodard,1,no
Local 1138 Vandenberg Professional Firefighters,1,no
Local 1165,1,no
Local 1165 Service Employees International Union,1,no
Local 1165 South San Francisco Professional Firefighters,1,no
Local 1171 Santa Clara County Firefighters,1,no
Local 1230,1,no
Local 1230 Corona Firefighters Association,1,no
Local 1245 Sacramento Regional Transit District,1,no
Local 1270 San Diego City Fire Fighters,1,no
Local 1289 Monrovia Firefighters,1,no
Local 13 International Longshore and Warehouse Union,1,no
Local 1301 Lakeside Firefighters Association,1,no
Local 1319 United Firefighters of Los Angeles City,1,no
Local 132,1,no
Local 135,1,no
Local 1354 Riverside City Firefighters Association,1,no
Local 1364 Vista Firefighters Association,1,no
Local 1401 Rancho Cucamonga Firefighters Association,1,no
Local 1430 Orange City Firefighters,1,no
Local 145 San Jose Fire Fighters,1,no
Local 1465 Davis Professional Firefighters Association,1,no
Local 1475 Costa Mesa Firefighters,1,no
Local 148 Los Angeles County Public Defenders Union,1,no
Local 1507 Steve Warner,1,no
Local 155,1,no
Local 16 Retirees Club,1,no
Local 1622 Fremont Firefighters,1,no
Local 1684 Palm Springs Firefighters Association,1,no
Local 1689 Fullerton Firefighters Association,1,no
"Local 17, and the Port of Sacramento",1,no
Local 1711 Southern California Painters and Allied Trades District Council 36 State Building and Construction Trades Council of California Trade Show and Sign Crafts,1,no
Local 1716 Randy Sekany,1,no
Local 1775 Modesto City Firefighters,1,no
Local 1877,1,no
Local 1902,1,no
Local 1902 -Metropolitan Water District American Federation of State,1,no
Local 1902 American Federation of State,1,no
Local 1909 Heartland Firefighters of La Mesa,1,no
Local 1911,1,no
Local 1946,1,no
Local 2046 Santa Clara City Firefighters,1,no
