leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
California Association of Regional Park and Open Space Administrators,1,California Association of Regional Park and Open Space,California Association of Regional Park and Open Space,canonical,95.0,100.0
"California Association of Regional Occupational Centers and Programs, California Association of School Business Officials",1,Association of School Business Officials,Association of School Business Officials,canonical,90.0,100.0
"California Association of Recreation and Park Districts, California Rural Legal Assistance Foundation, California Special Districts",1,Assistance Foundation,Assistance Foundation,canonical,90.0,64.5
California Association of Recreation & Park Districts (4/17/01),1,Association of Recreation & Park Districts,Association of Recreation & Park Districts,canonical,95.0,100.0
California Association of RealtorsBuilding Owners and Managers,1,California Owners and Managers Association of California,California Owners and Managers Association of California,canonical,95.0,100.0
"California Association of Realtors, East Bay Municipal Utility",1,CALIFORNIA ASSOCIATION OF REALTORS,"California Association of Realtors, California",alt(alternate_spelling),95.0,100.0
"California Association of Realtors, California Building Industry Association",1,CALIFORNIA BUILDING INDUSTRY ASSOCIATION,California Building Industry Association of California,alt(alternate_spelling),95.0,100.0
California Association of Realtors to address problems,1,CALIFORNIA ASSOCIATION OF REALTORS,"California Association of Realtors, California",alt(alternate_spelling),95.0,83.3
California Association of Realtors and California,1,CALIFORNIA ASSOCIATION OF REALTORS,"California Association of Realtors, California",alt(alternate_spelling),96.8,93.2
California Association of Realtors (for prior version only),1,CALIFORNIA ASSOCIATION OF REALTORS,"California Association of Realtors, California",alt(alternate_spelling),95.0,83.3
California Association of Realtors (as proposed to be amended),1,CALIFORNIA ASSOCIATION OF REALTORS,"California Association of Realtors, California",alt(alternate_spelling),95.0,83.3
California Association of REALTORS® (C.A.R.),1,CALIFORNIA ASSOCIATION OF REALTORS,California Association of REALTORS (C.A.R),alt(alternate_spelling),98.8,97.7
California Association of Public Hospitals and Health Systems: California Catholic Conference,1,CALIFORNIA ASSOCIATION OF PUBLIC HOSPITALS AND HEALTH SYSTEMS,California Association of Public Hospitals and Health Systems (CAPH),alt(alternate_spelling),91.3,87.6
California Association of Public Hospitals and Health Systems (CAHP),1,CALIFORNIA ASSOCIATION OF PUBLIC HOSPITALS AND HEALTH SYSTEMS,California Association of Public Hospitals and Health Systems (CAPH),alt(alternate_spelling),98.5,98.5
California Association of Public Hospitals and Association,1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Public Hospitals (with recommendations),1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Public Hospitals (in concept),1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Public Health Hospitals and Health Systems,1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Public Authorities for In-Home Support Services (CAPA),1,California Association of Public Authorities for In-home,California Association of Public Authorities for In-home,canonical,95.0,92.3
California Association of Public Authorities for In-Home Support,1,California Association of Public Authorities for In Home Supportive,California Association of Public Authorities for In Home Supportive,canonical,97.7,93.1
California Association of Public Authorities for In- Home Supportive Services (in concept),1,California Association of Public Authorities for In Home Supportive,California Association of Public Authorities for In Home Supportive,canonical,95.0,97.7
California Association of Public Authorities for IHSS (prior version),1,CA Association of Public Authorities for IHSS,California Association for Public Authorities for IHSS,alt(alternate_spelling),95.0,100.0
California Association of Public Authorities for IHSS (CAPA) - Co-Sponsor,1,CA Association of Public Authorities for IHSS,California Association for Public Authorities for IHSS,alt(alternate_spelling),95.0,100.0
California Association of Public Authorities - In-Home Support Services,1,California Association of Public Authorities for In-Home Supportive Services,California Association of Public Authorities for In-Home Supportive Services,canonical,95.2,93.9
California Association of Public Association for IHSS,1,CA Association of Public Authorities for IHSS,California Association for Public Authorities of IHSS,alt(alternate_spelling),95.0,100.0
"California Association of Public Administrators, Public Guardians, and Public Conservators, the bill's sponsor",1,CALIFORNIA ASSOCIATION OF PUBLIC ADMINISTRATORS,"California Association of Public Administrators, Public Guardians and Public",alt(alternate_spelling),95.0,91.2
California Association of Psychiatric Technicians and the Riverside County Deputy District Attorneys Association,1,ASSOCIATION OF DEPUTY DISTRICT ATTORNEYS,Deputy District Attorneys Association,alt(alternate_spelling),90.0,100.0
California Association of Psychiatric Mental Health Nurses: in Advanced Practice,1,California Association of Psychiatric Mental Health Nurses,California Association of Psychiatric Mental Health Nurses,canonical,95.0,93.6
California Association of Psychiatric Mental Health Nurses in Advanced Practice,1,California Association of Psychiatric Mental Health Nurses,California Association of Psychiatric Mental Health Nurses,canonical,95.0,100.0
California Association of Professional Scientists - UAW,1,Association of Professional Scientists,Association of Professional Scientists,canonical,95.0,100.0
California Association of Professional Firefighters (CAPF),1,California Professional Firefighters Association,California Professional Firefighters Association,canonical,95.0,100.0
California Association of Private Postsecondary Schools Public Counsel,1,California Association of Postsecondary Schools,California Association of Postsecondary Schools,canonical,95.0,100.0
California Association of Police Chiefs and Sheriffs,1,Association of Police Chiefs and Sheriffs,Association of Police Chiefs and Sheriffs,canonical,95.0,100.0
California Association of Photocopies and,1,CALIFORNIA ASSOCIATION OF PHOTOCOPIERS AND PROCESS SERVERS,California Association of Photocopies and Process Servers,alt(alternate_spelling),95.0,100.0
California Association of Photocopiers and,1,California Association of Photocopiers,California Association of Photocopiers,canonical,95.0,100.0
"California Association of Patrolmen, Peace Officers Research Association of California (PORAC)",1,PEACE OFFICER'S RESEARCH ASSOCIATION OF CALIFORNIA,California Peace Officers Research Association of California (PORAC),alt(chapter),95.0,100.0
California Association of Park Districts (in concept),1,California Association of Park Districts,California Association of Park Districts,canonical,95.0,100.0
California Association of Oral and Maxillofacial Surgeons (CALAOMS),1,American Association of Oral and Maxillofacial Surgeons,California Association of Oral and Maxillofacial Surgeons,alt(chapter),95.0,100.0
California Association of Oral and Maxillofacial,1,American Association of Oral and Maxillofacial Surgeons,California Association of Oral and Maxillofacial Surgeons,alt(chapter),95.0,100.0
California Association of Nutrition and Activity Program (CAN-Act),1,California Association of Nutrition and Activity Programs,California Association of Nutrition and Activity Program,alt(alternate_spelling),95.0,100.0
California Association of Nurse Practitioners to reduce ambiguity about what services may be authorized and provided by NP under current law standardized procedures,1,Association for Nurse Practitioners,Association of Nurse Practitioners,alt(alternate_spelling),90.0,100.0
California Association of Nurse Anesthesiology (CANA),1,American Association of Nurse Anesthesiology,California Association of Nurse Anesthesiology,alt(chapter),95.0,100.0
"California Association of Nonprofits, Larry Brown Kids and Veteran Fishing Programs",1,Association of Nonprofits,Association of Nonprofits,canonical,90.0,71.8
California Association of Nonprofits has withdrawn its,1,Association of Nonprofits,Association of Nonprofits,canonical,90.0,100.0
California Association of Nonprofits and NextGen California,1,CALIFORNIA ASSOCIATION OF NONPROFITS,California Association of Nonprofits and California,alt(alternate_spelling),95.0,100.0
California Association of Nonprofits (CAN Policy Council),1,CALIFORNIA ASSOCIATION OF NONPROFITS,California Association of Nonprofits Policy Council,alt(alternate_spelling),95.3,94.4
California Association of Nonprofits & its Nonprofit Policy,1,CALIFORNIA ASSOCIATION OF NONPROFITS,"California Association of Nonprofits, Nonprofit Policy",alt(alternate_spelling),95.6,93.8
California Association of Music Education,1,National Association for Music Education,California Association for Music Education,alt(chapter),96.4,96.4
California Association of Mortgage Brokers (support not verified on current version of bill),1,Association of Mortgage Brokers,Association of Mortgage Brokers,canonical,90.0,100.0
California Association of Mortgage Brokers (in support of Introduced version),1,Association of Mortgage Brokers,Association of Mortgage Brokers,canonical,90.0,100.0
California Association of Marriage and Family Therapists to include within the application of marriage and family therapy principles and methods the use,1,Association of Marriage and Family Therapists,Association of Marriage and Family Therapists,canonical,90.0,100.0
California Association of Marriage and Family Therapists to improve state oversight of professionals licensed by BBS,1,Association of Marriage and Family Therapists,Association of Marriage and Family Therapists,canonical,90.0,100.0
California Association of Marriage and Family Therapists to clarify,1,Association of Marriage and Family Therapists,Association of Marriage and Family Therapists,canonical,95.0,100.0
California Association of Marriage and Family Therapists to allow MFT students to provide services,1,Association of Marriage and Family Therapists,Association of Marriage and Family Therapists,canonical,90.0,100.0
California Association of Marriage & Family Therapists - sponsors,1,CALIFORNIA ASSOCIATION OF MARRIAGE AND FAMILY THERAPISTS,California Association of Marriage & Family Therapists,alt(alternate_spelling),95.0,100.0
California Association of Local Economic Development Agencies: GOVERNOR'S VETO MESSAGE,1,CALIFORNIA ASSOCIATION FOR LOCAL ECONOMIC DEVELOPMENT,California Association of Local Economic Development,alt(alternate_spelling),90.0,100.0
California Association of Local Conservation Corps - Sponsor,1,California Association of Conservation Corps,California Association of Conservation Corps,canonical,95.0,100.0
California Association of Local Conservation Corps (prior version),1,California Association of Conservation Corps,California Association of Conservation Corps,canonical,95.0,100.0
California Association of Local Agency Formation: Commissions (CAL-LAFCO),1,CALIFORNIA ASSOCIATION OF LOCAL AGENCY FORMATION COMMISSIONS,California Association of Local Agency Formation Commissions (CALAFCO),alt(alternate_spelling),97.9,97.9
California Association of Local Agency Formation Commissions- SPONSOR,1,Association of Local Agency Formation Commissions,Association of Local Agency Formation Commissions,canonical,95.0,86.0
"California Association of Local Agency Formation Commissions, Fair Political Practices Commission, Orange LAFCO, San Diego LAFCO, Santa",1,Agency Formation Commission,Agency Formation Commission,canonical,90.0,74.4
"California Association of Local Agency Formation Commissions, California Special Districts Association",1,CALIFORNIA ASSOCIATION OF LOCAL AGENCY FORMATION COMMISSIONS,"California Association of Local Agency Formation Commissions, California",alt(alternate_spelling),95.0,100.0
California Association of Local Agency Formation Commissions Local Agency Formation Commissions of Alameda,1,California Association of Local Agency Formation Commissions Local Agency Formation Commissions of: Alameda,California Association of Local Agency Formation Commissions Local Agency Formation Commissions of: Alameda,canonical,99.5,100.0
California Association of Local Agency Formation Commissions California Special Districts Association,1,CALIFORNIA ASSOCIATION OF LOCAL AGENCY FORMATION COMMISSIONS,"California Association of Local Agency Formation Commissions, California",alt(alternate_spelling),95.0,88.1
California Association of Local Agency Formation Commissions Association of California Healthcare Districts,1,CALIFORNIA ASSOCIATION OF LOCAL AGENCY FORMATION COMMISSIONS,"California Association of Local Agency Formation Commissions, California",alt(alternate_spelling),95.0,88.1
California Association of Local Agency Formation Commissions (3/28/01),1,Association of Local Agency Formation Commissions,Association of Local Agency Formation Commissions,canonical,95.0,100.0
California Association of Life Underwriters (State conformity section only),1,"California Association of Life Underwriters, Professional",California Association of Life Underwriters (State),alt(alternate_spelling),95.0,91.5
California Association of Licensed Security and,1,"CALIFORNIA ASSOCIATION OF LICENSED SECURITY AGENCIES, GUARDS AND ASSOCIATES",California Association of Licensed Security,alt(alternate_spelling),95.6,100.0
"California Association of LAFCOs, San Diego LAFCO, Yolo LAFCO, Santa Cruz County",1,"California Association of LAFCOs, San Diego LAFCO, Santa Cruz County","California Association of LAFCOs, San Diego LAFCO, Santa Cruz County",canonical,95.0,100.0
"California Association of LAFCOs, Planning and Conservation League",1,Association of LAFCOs,Association of LAFCOs,canonical,90.0,80.0
"California Association of LAFCOs, Orange LAFCO, Broadmoor Police Protection District",1,Association of LAFCOs,Association of LAFCOs,canonical,90.0,80.0
"California Association of LAFCOs, Orange County LAFCO, Alamo",1,California Association of LAFCOs,"California Association of LAFCOs, California",alt(alternate_spelling),95.0,100.0
"California Association of LAFCOs, Association of California Water Agencies",1,ASSOCIATION OF CALIFORNIA WATER AGENCIES,"Association of California Water Agencies, California",alt(alternate_spelling),95.0,92.1
"California Association of LAFCOs, American Federation of State, County and Municipal Employees",1,"American Federation of State, County and Municipal Employees (AFSCME)","American Federation of State, County and Municipal Employees American",alt(alternate_spelling),95.0,100.0
California Association of International Dental: Graduates,1,California Association of International Dental Graduates,California Association of International Dental Graduates,canonical,99.1,99.1
California Association of Hospitals andUnknown,1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Hospitals and Unknown,1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Hospitals and Health Systems Pacificare,1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Hospital and Health System,1,California Association of Hospital and Health Systems,California Association of Hospital and Health Systems,canonical,99.0,99.0
California Association of Homes and Services for the Aging (sponsors),1,Association of Homes and Services for the Aging,Association of Homes and Services for the Aging,canonical,95.0,100.0
California Association of Home and Services for,1,California Association of Home and Services,California Association of Home and Services,canonical,95.6,100.0
California Association of Highway Patrolmen California State Automobile Association,1,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,California Association of Highway Patrolmen California State,alt(alternate_spelling),95.0,100.0
"California Association of Highway Patrolmen (April 13, 1998 version)",1,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,California Association of California Highway Patrolmen,alt(alternate_spelling),95.0,100.0
California Association of Health Underwriters (oppose unless amended),1,Association of Health Underwriters,Association of Health Underwriters,canonical,90.0,100.0
California Association of Health Services at Home to assure continued availability of IV and infusion drug therapy by restructuring reimbursement for this home-based therapy,1,Association for Health and Services at Home,Association of Health Services at Home,alt(alternate_spelling),90.0,100.0
California Association of Health Services at,1,California Association for Health,Association of California Health,alt(alternate_spelling),95.0,100.0
California Association of Health Plans (late),1,California Association for Health,Association of California Health,alt(alternate_spelling),95.0,100.0
California Association of Health Insuring Organizations (prior version),1,California Association of Health Insuring Organizations,California Association of Health Insuring Organizations,canonical,95.0,100.0
California Association of Health Facilities/ California Hospital Association,1,CALIFORNIA ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,California Association of Hospitals and Health Facilities,alt(alternate_spelling),90.6,94.5
"California Association of Health Facilities, California Business Properties Association, California League of Food Processors, California Restaurant Association, California",1,Association of Health Facilities (CAHF),Association of Health Facilities,alt(alternate_spelling),90.0,79.2
California Association of Health Facilities and LeadingAge California write,1,Association of Health Facilities (CAHF),Association of Health Facilities,alt(alternate_spelling),90.0,100.0
California Association of Health Facilities (with the deletion of the continuous appropriation),1,Association of Health Facilities (CAHF),Association of Health Facilities,alt(alternate_spelling),90.0,100.0
California Association of Health Facilities (Unless STAFF ANALYSIS OF SB 732 (MELLO) amended),1,Association of Health Facilities (CAHF),Association of Health Facilities,alt(alternate_spelling),90.0,100.0
California Association of Health Facilities (Sponsors),1,California Association of Facilities,California Association of Facilities,canonical,95.0,100.0
California Association of Harbor Master and Port Captains (sponsors),1,California Association of Harbor Masters and Port Captains,California Association of Harbor Master and Port Captains,alt(alternate_spelling),95.0,100.0
California Association of HMO's members,1,CALIFORNIA ASSOCIATION OF HEALTH MAINTENANCE ORGANIZATIONS,California Association of HMO's,alt(alternate_spelling),95.0,100.0
"California Association of Food Banks, Western Center on Law and Poverty",1,Association of Food Banks,Association of Food Banks,canonical,90.0,86.4
California Association of Food Banks California Bean Shippers Association,1,Association of Food Banks,Association of Food Banks,canonical,90.0,100.0
"California Association of Environmental Health Administrators, the Health Officers Association of California, the Association of Professional Piercers",1,Association of Calif. (CADAAC),Association of Calif,alt(alternate_spelling),90.0,82.4
California Association of Environmental Health Administrators in response to beach closures caused by violations of water quality standards,1,Association of Environmental Health Administrators,Association of Environmental Health Administrators,canonical,90.0,100.0
California Association of Environmental Health Administrators (sponsors),1,Association of Environmental Health Administrators,Association of Environmental Health Administrators,canonical,95.0,100.0
"California Association of Enterprise Zones, California Association for Local Economic Development, City",1,Association for Local Economic Development,Association for Local Economic Development,canonical,90.0,83.3
California Association of Enrolled Agents (CSEA) (6/14/07 version),1,California Association of Enrolled Agents (CSEA),California Association of Enrolled Agents (CSEA),canonical,95.0,100.0
California Association of County Veterans' Service,1,California Association of County Veterans Services,California Association of County Veterans Services,canonical,98.0,98.0
California Association of County Veterans Services Officer,1,California Association of County Veterans Services,California Association of County Veterans Services Officers,alt(alternate_spelling),99.1,99.1
"California Association of County Veterans Service Officers, also in support",1,Association of County Veterans Service Officers,"Association of County Veterans Service Officers, California",alt(chapter),95.0,100.0
"California Association of County Veterans Service Officers, Inc.: 730 individual letters",1,Association of County Veterans Service Officers,"Association of County Veterans Service Officers, California",alt(chapter),95.0,100.0
"California Association of County Veterans Service Officers, Inc. Commanders Veterans Council",1,"Veterans Advisory Council, California Association of County Veterans Service Officers, Inc., California State Commanders -Morrow","Veterans Advisory Council, California Association of County Veterans Service Officers, Inc., California State Commanders -Morrow",canonical,95.0,91.5
"California Association of County Veterans Service Officers, Inc. (CACVSO)",1,Association of County Veterans Service Officers,"Association of County Veterans Service Officers, Inc",alt(alternate_spelling),95.0,96.0
California Association of County Veterans Service Officers writes,1,Association of County Veterans Service Officers,Association of County Veterans Service Officers,canonical,95.0,100.0
California Association of County Veterans Service Officers Service Office,1,Association of County Veterans Service Officers,"Association of County Veterans Service Officers, California",alt(chapter),95.0,93.5
California Association of County Veterans Service Officers Contra Costa County,1,Association of County Veterans Service Officers,"Association of County Veterans Service Officers, California",alt(chapter),95.0,90.7
California Association of County Veterans Service Officers (Sponsors),1,Association of County Veterans Service Officers,Association of County Veterans Service Officers,canonical,95.0,100.0
California Association of County Veterans Association,1,"AMVETS- Department of California, California Association of County Veterans","AMVETS- Department of California, California Association of County Veterans",canonical,95.0,100.0
"California Association of County Treasurers and Tax Collectors , California Association of Realtors",1,CALIFORNIA ASSOCIATION OF COUNTY TREASURERS AND TAX COLLECTORS,California Association of County Treasurers and Tax Collectors (CATTC),alt(alternate_spelling),90.6,93.9
California Association of County Treasurers and,1,CALIFORNIA ASSOCIATION OF COUNTY TREASURERS AND TAX COLLECTORS,California Association of County Treasurers and Tax,alt(alternate_spelling),95.9,100.0
California Association of County Treasurers & Tax Collectors (CACTTC) sponsor,1,CALIFORNIA ASSOCIATION OF COUNTY TREASURERS AND TAX COLLECTORS,California Association of County Treasurers & Tax Collectors,alt(alternate_spelling),95.0,100.0
California Association of County Service Veterans Officers,1,Association of County Veterans Service Officers,Association of County Veterans Service Officers,canonical,95.0,100.0
"California Association of Councils of Government, American",1,CALIFORNIA ASSOCIATION OF COUNCILS OF GOVERNMENTS,"California Association of Councils of Governments, American",alt(alternate_spelling),99.1,99.1
California Association of Community Organizations for Reform Now (ACORN) and three individuals,1,ASSOCIATION OF COMMUNITY ORGANIZATIONS FOR REFORM NOW,California Association of Community Organizations for Reform Now (ACORN),alt(chapter),95.0,100.0
California Association of Community Organizations for,1,Association of Community Organizations,Association of Community Organizations,canonical,95.0,100.0
"California Association of Community Managers, a group representing the industry that manages and provides services to HOAs",1,Association of Community,Association of Community,canonical,90.0,100.0
"California Association of Collectors, as sponsor of the bill",1,Association of Collectors,Association of Collectors,canonical,90.0,71.8
California Association of Collectors who highlight the need for court efficiencies that the new jurisdictional limits will provide,1,Association of Collectors,Association of Collectors,canonical,90.0,100.0
"California Association of Collectors (CAC), who is co-sponsoring this measure with the Financial Counseling Association of America",1,Association of America (MPAA),Association of America,alt(alternate_spelling),90.0,100.0
California Association of Clerks and Election Officials to provide proper training of assessment appeal board members and to ensure,1,Association of Clerks and Elections Officials,Association of Clerks and Election Officials,alt(alternate_spelling),90.0,100.0
California Association of Clerks and Election Officials and supported by the California Federation of Teachers,1,Association of Clerks and Elections Officials,Association of Clerks and Election Officials,alt(alternate_spelling),90.0,100.0
California Association of Clerks and Election Officials and supported by disability rights and voting rights groups,1,Association of Clerks and Elections Officials,Association of Clerks and Election Officials,alt(alternate_spelling),90.0,100.0
California Association of Clerks & Election Officials (prior version),1,CALIFORNIA ASSOCIATION OF CLERKS AND ELECTION OFFICIALS,California Association of Clerks of Election Officials,alt(alternate_spelling),95.0,100.0
California Association of Certified Family Specialists,1,ASSOCIATION OF CERTIFIED FAMILY LAW SPECIALISTS,California Association of Certified Family Law Specialists,alt(chapter),96.4,100.0
California Association of Certified Family Law Specialist,1,ASSOCIATION OF CERTIFIED FAMILY LAW SPECIALISTS,California Association of Certified Family Law Specialists,alt(chapter),99.1,99.1
California Association of Catholic Hospitals (prior version),1,California Association of California Hospitals,California Association of California Hospitals,canonical,95.0,100.0
California Association of Business and Professional Women,1,The California Association of Business and Professional Women,The California Association of Business and Professional Women,canonical,96.6,100.0
California Association of Black Social Church IMPACT,1,Association of Black Cardiologists,Association of Black,alt(alternate_spelling),90.0,100.0
California Association of Bicycling Association,1,California Association of Bicycling Associations,California Association of Bicycling Associations,canonical,98.9,100.0
California Association of Area Agencies on Aging IKEA California: Consumers Union,1,CALIFORNIA ASSOCIATION OF AREA AGENCIES ON AGING,California Association of Area Agencies on Aging IKEA California,alt(alternate_spelling),95.0,100.0
California Association of Alcoholism and Drug Abuse Counselors (prior version),1,California Association of Alcoholism and Drug,California Association of Alcoholism & Drug Abuse Counselors,alt(alternate_spelling),95.0,98.3
"California Association of Alcohol and Drug Program Executive, Inc. (co",1,California Association of Alcohol and Drug Treatment Program Executives,"California Association of Alcohol and Drug Program Executive, Inc",alt(alternate_spelling),96.3,96.8
"California Association of Alcohol Drug Program Executives, Inc. (earlier version of bill)",1,California Association of Alcohol and Drug Treatment Program Executives,California Association of Alcohol & Drug Program Executives,alt(alternate_spelling),95.0,87.6
"California Association of Air Medical Services, Global Medical Response (GMR), PHI Health, and REACH Air Medical Services, and Air Methods",1,Association of Air Medical Services,Association of Air Medical Services,canonical,90.0,85.2
California Association for School Business Officials (previous version),1,CALIFORNIA ASSOCIATION OF SCHOOL BUSINESS OFFICIALS,California Association for School Business Officials,alt(alternate_spelling),95.0,100.0
California Association for Professionals in,1,California Association for Professionals in Coordinating Council,California Association for Professionals in Coordinating Council,canonical,95.0,100.0
California Association for Post-Secondary Education and Disability,1,California Association for Postsecondary Education and Disability,California Association for Postsecondary Education and Disability,canonical,99.2,97.7
California Association for Nurse Practitioners: California Medical Association,1,American Medical Association,California Medical Association,alt(chapter),90.0,100.0
California Association for Nurse Practitioners to update current law to reflect current furnishing practices of NPs under standardized procedures,1,Association for Nurse Practitioners,Association for Nurse Practitioners,canonical,90.0,100.0
California Association for Microenterprise Opportunity (CAMEO),1,CALIFORNIA ASSOCIATION FOR MICRO ENTERPRISE OPPORTUNITY,California Association for Micro Enterprise Opportunity (CAMEO),alt(alternate_spelling),99.2,89.6
California Association for Micro-Enterprise,1,California Association for Micro Enterprise,California Association for Micro Enterprise,canonical,100.0,86.0
California Association for Micro Enterprise Opportunity (CAMEO) - Sponsor,1,CALIFORNIA ASSOCIATION FOR MICRO ENTERPRISE OPPORTUNITY,California Association for Micro Enterprise Opportunity (CAMEO) - Co,alt(alternate_spelling),95.0,97.7
California Association for Micro Enterprise Opportunity (CAMEO California Reinvestment Coalition,1,CALIFORNIA ASSOCIATION FOR MICRO ENTERPRISE OPPORTUNITY,California Association for Micro Enterprise Opportunity (CAMEO) - Co,alt(alternate_spelling),92.7,89.4
California Association for Micro Enterprise Association,1,California Association for Micro Enterprise,California Association for Micro Enterprise,canonical,95.0,100.0
California Association for Local Economic Development: California Chamber of Commerce,1,CALIFORNIA ASSOCIATION FOR LOCAL ECONOMIC DEVELOPMENT,California Association for Local and Economic Development,alt(alternate_spelling),91.5,83.7
California Association for Homes and Services for the Aged,1,CALIFORNIA ASSOCIATION OF HOMES AND SERVICES FOR THE AGING,California Association of Homes and Services for the Aged,alt(alternate_spelling),97.4,100.0
"California Association for Health, Physical Education, Recreation and",1,"CALIFORNIA ASSOCIATION FOR HEALTH, PHYSICAL EDUCATION, RECREATION AND DANCE","California Association for Health Physical Education, Recreation",alt(alternate_spelling),96.2,96.2
"California Association for Health, Physical Education, California Chiropractic Association",1,"Association for Health, Physical Education, Recreation and Dance","Association for Health, Physical Education",alt(alternate_spelling),90.0,86.5
California Association for Health Services at Home: Exceptional Parents Unlimited,1,Association for Health and Services at Home,Association for Health Services at Home,alt(alternate_spelling),90.0,93.2
"California Association for Health Services at Home (CASAH), The University of California, California Long Term Care Ombudsman Association",1,Association for Health and Services at Home,Association for Health Services at Home,alt(alternate_spelling),90.0,100.0
California Association for Health Services At Home California Collaborative for Long-Term Services and,1,Association for Health and Services at Home,Association for Health Services at Home,alt(alternate_spelling),90.0,96.0
California Association for Health Services At,1,CALIFORNIA ASSOCIATION FOR HEALTH SERVICES AT HOME,California Association for Health Services,alt(alternate_spelling),96.6,100.0
California Association for Family Child Care and California Federation of Family Child Care Associations,1,California Association for Family Child Care and California,California Association for Family Child Care and California Federation of Family Child Care,alt(alternate_spelling),95.0,100.0
California Association for Clinical Social Work,1,California Association of Clinical Social Workers,California Association of Clinical Social Workers,canonical,93.8,93.8
"California Association Of County Veterans Service Officers, Inc",1,CALIFORNIA ASSOCIATION OF COUNTY VETERAN SERVICE OFFICERS,"California Association of County Veteran Service Officers, Inc",alt(alternate_spelling),99.2,94.4
California Association - Independent Telephone Company Group,1,California Telephone Association's Independent Company,California Association - Independent Telephone Company,alt(alternate_spelling),95.0,100.0
California Associatin of Thrift and Loan Companies,1,California Association of Thrift & Loan Companies,California Association of Thrift and Loan Companies,alt(alternate_spelling),99.0,99.0
California Associate of County Veterans Services Officers,1,California Association of County Veterans Services,California Association of County Veterans Services Officers,alt(alternate_spelling),96.6,96.6
"California Assoc. for Health, PE, Rec. & Dance",1,"CA. Assoc. for Health, PE, Rec. & Dance","CA. Assoc. for Health, PE, Rec. & Dance",canonical,90.3,94.6
California Assoc,1,CALIFORNIA MINING ASSOCIATION,California Mining Assoc,alt(alternate_spelling),95.0,100.0
California Assn. of Telecommunications Companies,1,Assn. of Telecommunications Companies,Assn. of Telecommunications Companies,canonical,95.0,100.0
California Assn. of Public Health Laboratory Directors,1,CALIFORNIA ASSOCIATION OF PUBLIC HEALTH LABORATORY DIRECTORS,California Assn. of Public Health Laboratory,alt(alternate_spelling),95.0,100.0
California Assn. of Marriage and Family Therapists,1,CALIFORNIA ASSOCIATION OF MARRIAGE AND FAMILY THERAPISTS,California Assn. of Marriage and Family,alt(alternate_spelling),95.0,100.0
California Assn. of Life Underwrithers,1,"California Association of Life Underwriters, Professional",California Assn. of Life Underwriters,alt(alternate_spelling),98.7,98.7
California Assn. of Harbor Masters and Port Captains,1,California Association of Harbor Masters and Port Captains,California Assoc. of Harbor Masters and Port Captains,alt(alternate_spelling),97.1,97.1
California Assn. of Environmental Health Officers (committee analysis),1,California Association of Environmental Health Officers,California Assn. of Environmental Health Officers,alt(alternate_spelling),95.0,100.0
"California Assn. of County Veterans Service Officers, Inc",1,County Veterans Service Officers,California County Veterans Service Officers,alt(chapter),95.0,88.3
California Assn. of County Veterans Service Officers,1,County Veterans Service Officers,California County Veterans Service Officers,alt(chapter),95.0,100.0
California Assn. of County Veterans Service,1,California Association of County Veterans Services,California Association of County Veterans Services,canonical,90.3,90.3
California Assn. of Black Social Workers,1,National Association of Black Social Workers,California Association of Black Social Workers,alt(chapter),90.7,91.9
California Assn. for the Education of Young Children,1,California Assn. for the Education of Youth Children,California Assn. for the Education of Youth Children,canonical,96.2,96.2
California Assn of Oral and Maxillofacial Surgeons,1,American Association of Oral and Maxillofacial Surgeons,California Association of Oral and Maxillofacial Surgeons,alt(chapter),93.5,94.7
California Assn of County Veterans Service Officers,1,County Veterans Service Officers,California County Veterans Service Officers,alt(chapter),95.0,100.0
California Assisted Living Association California Association for Health Services At Home California Association of Public Authorities for IHSS California Collaborative for Long-Term Services and,1,Assisted Living Association,Assisted Living Association,canonical,90.0,100.0
California Assisted Living Association (as proposed to be amended),1,Assisted Living,Assisted Living,canonical,90.0,100.0
California Assisted Living Association (CALA) - Co-Sponsor,1,CALIFORNIA ASSISTED LIVING ASSOCIATION,California Assisted Living Association (CALA),alt(alternate_spelling),95.0,100.0
"California Assessors' Association, Howard Jarvis Taxpayers Association",1,Assessors' Association,Assessors' Association,canonical,90.0,100.0
"California Assessors' Association, Howard Jarvis Taxpayers",1,California Assessor's Association,"California Assessors' Association, California",alt(alternate_spelling),95.0,100.0
"California Assessors' Association, California Association of Regional Center Agencies, Howard Jarvis Taxpayers Association",1,Assessors' Association,Assessors' Association,canonical,90.0,100.0
